mean,std,max,min,skewness,kurtosis,peak_to_peak,rms,pulse_rate,avg_systolic_amp,avg_diastolic_amp,reflection_index,augmentation_index,systolic_time,diastolic_time,Label
0.00297867,0.424552815,0.650596526,-0.646410791,-0.01036979,-1.489013607,1.297007317,0.424563264,97.56097561,0.633834782,-0.634626445,-1.001249005,2.001249005,0.735333333,1.001666667,1
0.017130514,0.44457722,0.885126401,-0.953909739,-0.069686238,-1.448738203,1.83903614,0.444907135,89.68609865,0.834834935,-0.904001945,-1.08285112,2.08285112,0.7655,1.1675,0
0.018370724,0.439518414,0.843087084,-0.926101592,-0.08125676,-1.415990287,1.769188676,0.43990217,86.70520231,0.817915393,-0.899424887,-1.099655165,2.099655165,0.4995,0.903,0
0.0036027,0.423965307,0.638319612,-0.650190173,-0.017253347,-1.488226188,1.288509785,0.423980614,97.50812568,0.631170153,-0.636761321,-1.008858416,2.008858416,0.665666667,0.981666667,1
0.003086558,0.424999042,0.65536144,-0.64423981,-0.010277738,-1.491365193,1.29960125,0.425010249,78.58546169,0.643974579,-0.632188748,-0.981698297,1.981698297,0.429,0.8185,1
0.003306518,0.424185228,0.650599053,-0.652638887,-0.017573467,-1.493469663,1.30323794,0.424198115,78.17589577,0.641956859,-0.648052911,-1.009496046,2.009496046,0.327,0.8595,1
0.003023529,0.423776843,0.656925627,-0.641206911,-0.011651811,-1.49261716,1.298132538,0.423787629,102.4765158,0.63731574,-0.632861042,-0.993010218,1.993010218,0.737,0.9555,1
0.016844372,0.442285332,0.863564449,-0.941569709,-0.060590272,-1.438716209,1.805134158,0.442605973,77.31958763,0.830273558,-0.938257665,-1.130058468,2.130058468,0.41,0.8925,0
0.002841105,0.423860169,0.644194097,-0.666761434,-0.009894305,-1.492437875,1.310955531,0.42386969,103.0927835,0.636808732,-0.660495203,-1.037195582,2.037195582,0.7425,0.9555,1
0.003011614,0.42494253,0.642109361,-0.645590876,-0.013235155,-1.4938806,1.287700237,0.424953202,78.2778865,0.6345444,-0.639886646,-1.008419026,2.008419026,0.3215,0.766,1
0.01838322,0.444105547,0.859959868,-0.928996538,-0.080793245,-1.440516257,1.788956406,0.44448586,88.17046289,0.825267649,-0.907555045,-1.09970995,2.09970995,0.571,1.0045,0
0.003018814,0.42477149,0.647322223,-0.647730142,-0.016426016,-1.490643269,1.295052365,0.424782217,89.68609865,0.636108089,-0.64762431,-1.018104188,2.018104188,0.7485,1.085,1
0.003819591,0.424586726,0.654479023,-0.645643889,-0.010147845,-1.494864639,1.300122912,0.424603907,89.75317876,0.64878138,-0.628962597,-0.969452293,1.969452293,0.5265,0.898,1
0.003037248,0.425078701,0.64867551,-0.669059753,-0.013661887,-1.494222896,1.317735263,0.425089551,97.34991888,0.639022979,-0.654820379,-1.024721177,2.024721177,0.669333333,1.005666667,1
0.014784082,0.441110326,0.85593421,-0.946151426,-0.066455509,-1.445703881,1.802085636,0.441358005,78.125,0.821906654,-0.92592624,-1.12655888,2.12655888,0.415,0.7545,0
0.003247319,0.424624383,0.659943386,-0.641161324,-0.009237435,-1.488199206,1.30110471,0.424636799,97.19222462,0.647814572,-0.636703009,-0.982847617,1.982847617,0.665,1.003,1
0.003353516,0.424784057,0.656451574,-0.660130167,-0.014754842,-1.491143995,1.316581741,0.424797295,90.15777611,0.645772737,-0.645074071,-0.998918092,1.998918092,0.5315,0.903,1
0.016583045,0.437603161,0.819747756,-0.888775753,-0.068960482,-1.451007328,1.708523509,0.437917256,77.87151201,0.794232314,-0.885667069,-1.115123438,2.115123438,0.4205,0.606,0
0.003390967,0.425505852,0.642442252,-0.645707801,-0.011969122,-1.497088793,1.288150053,0.425519364,97.34991888,0.631345847,-0.639125769,-1.012322759,2.012322759,0.735333333,1.068666667,1
0.002194225,0.424021296,0.649783557,-0.646568731,-0.014575145,-1.492777402,1.296352288,0.424026973,97.61388286,0.63186834,-0.642236244,-1.01640833,2.01640833,0.667666667,1.006,1
0.013965505,0.444512833,0.829516237,-0.945865942,-0.07605574,-1.394129543,1.775382179,0.44473216,78.74015748,0.820534368,-0.940912933,-1.146707523,2.146707523,0.5675,0.7415,0
0.003075938,0.42470636,0.66009156,-0.649580036,-0.013958156,-1.489867585,1.309671596,0.424717499,97.71986971,0.642956943,-0.645144851,-1.003402883,2.003402883,0.668333333,0.839333333,1
0.002956355,0.424395168,0.645676566,-0.642913706,-0.012363393,-1.487846179,1.288590272,0.424405465,72.02881152,0.642934715,-0.640225777,-0.995786605,1.995786605,0.651,1.385,1
0.003261314,0.424347718,0.650114315,-0.660944505,-0.010944314,-1.491662438,1.31105882,0.42436025,89.48545861,0.647274835,-0.652197279,-1.007604875,2.007604875,0.6485,1.0845,1
0.012866007,0.442438369,0.798900834,-0.922181671,-0.087829504,-1.410441993,1.721082505,0.4426254,87.71929825,0.779834287,-0.921482877,-1.181639346,2.181639346,0.4905,0.995,0
0.003599119,0.424449624,0.648401601,-0.643610169,-0.015799699,-1.492506233,1.29201177,0.424464883,103.1814273,0.640694526,-0.638685143,-0.996863742,1.996863742,0.7395,0.8625,1
0.003574613,0.423574885,0.653503635,-0.648446147,-0.013112898,-1.488368013,1.301949782,0.423589968,118.5770751,0.512885974,-0.639706486,-1.247268435,2.247268435,0.559333333,0.830333333,1
0.017156128,0.443634144,0.839648181,-0.884364992,-0.057901842,-1.458023484,1.724013173,0.443965749,91.53318078,0.818808222,-0.865311452,-1.056793799,2.056793799,0.77,0.9985,0
0.012736271,0.440979804,0.814575441,-0.944697849,-0.079612119,-1.438855309,1.75927329,0.441163689,100.9251472,0.790682532,-0.892552432,-1.128837928,2.128837928,0.7165,0.891,0
0.014863633,0.442081066,0.863248995,-0.948972774,-0.07253993,-1.436032775,1.812221769,0.442330868,87.59124088,0.817561083,-0.897988952,-1.098375363,2.098375363,0.4915,0.8335,0
0.015447435,0.440910772,0.837634915,-0.945188337,-0.070482174,-1.443628267,1.782823252,0.441181291,108.892922,0.689859618,-0.919947194,-1.333528112,2.333528112,0.756666667,0.963666667,0
0.016611969,0.4414162,0.84536815,-0.92654469,-0.079934429,-1.435521862,1.77191284,0.441728672,77.87151201,0.783374485,-0.918929521,-1.173039892,2.173039892,0.4165,0.5525,0
0.003864375,0.424124143,0.660218775,-0.638806364,-0.010040197,-1.489953156,1.299025139,0.424141747,108.7613293,0.637098171,-0.630155133,-0.98910209,1.98910209,0.8,1.181333333,1
0.003022355,0.424282476,0.649501946,-0.644856508,-0.015122438,-1.492309006,1.294358454,0.424293241,105.8201058,0.558830788,-0.634510258,-1.135424661,2.135424661,0.563,0.685333333,1
0.002596582,0.424666217,0.659467222,-0.646219981,-0.014367435,-1.492004401,1.305687203,0.424674156,80.80808081,0.639810405,-0.643396287,-1.0056046,2.0056046,0.8875,1.4425,1
0.003470847,0.425501366,0.642852365,-0.655351379,-0.014770689,-1.495558113,1.298203744,0.425515522,78.3801437,0.633851132,-0.646616459,-1.020139314,2.020139314,0.4295,0.864,1
0.013189267,0.441900347,0.855504081,-0.945603785,-0.072255411,-1.417981094,1.801107866,0.442097131,79.41760424,0.83409288,-0.907809577,-1.088379483,2.088379483,0.672,0.9955,0
0.004323036,0.424890039,0.647653669,-0.646941098,-0.010306006,-1.491334583,1.294594767,0.42491203,89.75317876,0.639747801,-0.632604355,-0.988833966,1.988833966,0.649,1.082,1
0.015790086,0.439215215,0.82818569,-0.936171912,-0.079084504,-1.415661899,1.764357602,0.439498955,106.6350711,0.561989856,-0.909338392,-1.618069051,2.618069051,0.576,0.698333333,0
0.019549673,0.441020208,0.865630806,-0.965835592,-0.075540397,-1.428396515,1.831466398,0.441453298,91.32420091,0.845208526,-0.920225182,-1.088755204,2.088755204,0.7665,1.1725,0
0.016221639,0.442756593,0.827083716,-0.945517091,-0.07749841,-1.431778723,1.772600807,0.443053656,77.26980039,0.812158252,-0.898230363,-1.105979482,2.105979482,0.486,1.127,0
0.015417491,0.440338171,0.829587294,-0.949961641,-0.073573593,-1.42068615,1.779548935,0.440607993,78.58546169,0.8224037,-0.942361104,-1.145861945,2.145861945,0.4895,1.018,0
0.00301405,0.424757266,0.642197344,-0.654158531,-0.007636721,-1.492483423,1.296355875,0.42476796,117.4168297,0.555179112,-0.644681215,-1.161213023,2.161213023,0.562666667,0.833666667,1
0.016094117,0.438855626,0.831784789,-0.939315665,-0.069014666,-1.438677562,1.771100454,0.439150636,88.95478132,0.808455009,-0.923989326,-1.14290754,2.14290754,0.5695,1.0145,0
0.002199194,0.424099627,0.643545435,-0.646900095,-0.015830926,-1.491552651,1.29044553,0.424105329,105.5718475,0.532632296,-0.638267161,-1.198326059,2.198326059,0.559333333,0.896666667,0
0.003836972,0.425124631,0.656898875,-0.642758073,-0.011802189,-1.491356405,1.299656948,0.425141946,97.4025974,0.64067078,-0.639735676,-0.998540429,1.998540429,0.667666667,0.897666667,0
0.002821154,0.42425818,0.647958363,-0.635019048,-0.016221575,-1.493441859,1.282977411,0.424267559,72.07207207,0.640318683,-0.632318795,-0.987506395,1.987506395,0.65,1.3765,0
0.003319506,0.424377272,0.640859258,-0.637605422,-0.009783481,-1.492154261,1.27846468,0.424390254,89.02077151,0.630022144,-0.633115481,-1.004909885,2.004909885,0.654,0.9545,0
0.003280502,0.424512058,0.661457947,-0.640115778,-0.012570681,-1.491257648,1.301573725,0.424524733,89.82035928,0.648987996,-0.630010334,-0.970758069,1.970758069,0.657,0.96,0
0.003413236,0.424825124,0.646457185,-0.647084338,-0.010505601,-1.492215026,1.293541523,0.424838836,108.3032491,0.640875703,-0.633714884,-0.988826508,1.988826508,0.800333333,1.199,0
0.003287579,0.424794033,0.656325182,-0.639532258,-0.012167264,-1.491122931,1.29585744,0.424806755,97.2972973,0.645460892,-0.633567145,-0.98157325,1.98157325,0.738,1.059,0
0.01170529,0.443703479,0.861711814,-0.921857327,-0.066366283,-1.432920025,1.783569141,0.44385785,72.42003621,0.841503124,-0.919369313,-1.092532263,2.092532263,0.6175,1.219,1
0.013911808,0.442035959,0.850062449,-0.954213588,-0.065969171,-1.439402277,1.804276037,0.442254822,88.30022075,0.807877887,-0.936018095,-1.158613336,2.158613336,0.571,0.796,1
0.013783679,0.438899733,0.822060751,-0.940379205,-0.063452621,-1.433607296,1.762439956,0.439116118,70.33997655,0.814042868,-0.924151372,-1.135261309,2.135261309,0.404,0.499,1
0.016452447,0.440785932,0.84626533,-0.92379105,-0.05312602,-1.438764777,1.77005638,0.441092871,78.02340702,0.829452331,-0.906650549,-1.093071313,2.093071313,0.42,0.771,1
0.002774919,0.424762591,0.646623854,-0.658953984,-0.014710886,-1.49483658,1.305577838,0.424771655,105.5718475,0.555914615,-0.644856998,-1.159992884,2.159992884,0.562333333,0.967333333,0
0.016428771,0.439907038,0.812667162,-0.939278176,-0.087764851,-1.42935103,1.751945338,0.440213706,89.82035928,0.786233994,-0.927825383,-1.180088103,2.180088103,0.661,0.899,1
0.002984943,0.424234226,0.64803492,-0.646863137,-0.016263127,-1.493033339,1.294898057,0.424244727,105.3247513,0.545432076,-0.639023082,-1.171590581,2.171590581,0.560333333,0.963333333,0
0.014655691,0.444108877,0.834727581,-0.915991299,-0.078733668,-1.426985231,1.75071888,0.444350632,78.94736842,0.813081164,-0.90476612,-1.112762366,2.112762366,0.4965,0.7485,1
0.003033181,0.42459471,0.659497174,-0.671079208,-0.010454327,-1.489358155,1.330576382,0.424605544,89.48545861,0.646052202,-0.639296584,-0.989543232,1.989543232,0.657,0.9895,0
0.019528385,0.440396042,0.830299561,-0.962299586,-0.067636325,-1.43995245,1.792599147,0.440828801,78.58546169,0.819555109,-0.94141574,-1.148691197,2.148691197,0.5355,1.0035,1
0.015515593,0.437631165,0.814868141,-0.937448832,-0.067884174,-1.451234073,1.752316973,0.437906121,94.4386149,0.617847414,-0.921134446,-1.490876914,2.490876914,0.707333333,0.978666667,1
0.01797904,0.442220546,0.836521999,-0.899873902,-0.068775403,-1.44004349,1.736395901,0.442585876,103.626943,0.68822106,-0.897109329,-1.303519146,2.303519146,0.76,1.031666667,1
0.015328559,0.441096409,0.822169307,-0.934198347,-0.080134787,-1.444437233,1.756367654,0.44136267,87.97653959,0.814002512,-0.905967361,-1.112978582,2.112978582,0.4975,0.7315,1
0.002746457,0.4246254,0.636032241,-0.66288429,-0.016116427,-1.49258212,1.298916531,0.424634282,89.68609865,0.632585919,-0.657986824,-1.04015408,2.04015408,0.7435,1.074,0
0.003189912,0.423992932,0.639207366,-0.638777116,-0.016478169,-1.491166569,1.277984482,0.424004931,78.53403141,0.632283312,-0.635079818,-1.004422869,2.004422869,0.3235,0.8635,0
0.017054408,0.442720545,0.826375517,-0.93779996,-0.09004464,-1.41253845,1.764175477,0.443048907,103.2702238,0.666895874,-0.917891361,-1.376363834,2.376363834,0.759,1.065,1
0.018706398,0.440186418,0.830265648,-0.928363363,-0.076270147,-1.427937547,1.758629011,0.440583717,86.33093525,0.803678143,-0.919635132,-1.144282869,2.144282869,0.615,1.18,1
0.017571287,0.440262578,0.845615158,-0.915743294,-0.049697305,-1.449827712,1.761358452,0.440613081,102.739726,0.806658997,-0.87798469,-1.088421122,2.088421122,0.677,0.783,1
0.003266414,0.424662451,0.651028306,-0.660791333,-0.012511138,-1.493081239,1.311819639,0.424675013,97.13977334,0.597700536,-0.651269195,-1.08962458,2.08962458,0.57,1.013,0
0.017640228,0.443105495,0.860542526,-0.945139583,-0.073646134,-1.436361757,1.805682109,0.443456488,101.7811705,0.80036583,-0.912739531,-1.140402922,2.140402922,0.7245,0.9635,1
0.00307367,0.424538834,0.647519744,-0.643033799,-0.011461794,-1.492769926,1.290553543,0.424549961,78.79185817,0.635880118,-0.638830885,-1.004640446,2.004640446,0.6495,1.3,0
0.014993443,0.444433875,0.846682351,-0.953355932,-0.082542226,-1.414853133,1.800038283,0.444686713,108.8270859,0.726712699,-0.908722913,-1.250456905,2.250456905,0.737,0.955,1
0.013227252,0.440780043,0.851387186,-0.917071956,-0.062273506,-1.418690902,1.768459142,0.440978465,102.3017903,0.793400098,-0.916425289,-1.15506072,2.15506072,0.7125,1.019,1
0.002929814,0.425146781,0.643168048,-0.653570218,-0.011845542,-1.490764946,1.296738266,0.425156876,79.47019868,0.6345721,-0.641970387,-1.011658701,2.011658701,0.656,0.903,0
0.003477423,0.42447856,0.644781466,-0.65173441,-0.012737136,-1.492956689,1.296515876,0.424492804,79.41760424,0.636372352,-0.648565346,-1.019160156,2.019160156,0.523,0.771,0
0.003647361,0.424918162,0.63611462,-0.638696579,-0.01407322,-1.492053661,1.274811199,0.424933816,108.4337349,0.631607659,-0.634194518,-1.004095674,2.004095674,0.797666667,1.194333333,0
0.002754519,0.424913865,0.658105864,-0.640579591,-0.013239438,-1.493397475,1.298685455,0.424922793,108.3684527,0.644417631,-0.636918934,-0.988363607,1.988363607,0.801,1.036,0
0.00389482,0.424043707,0.632520394,-0.634316695,-0.011237622,-1.493259141,1.266837089,0.424061594,108.2381239,0.628943674,-0.628526932,-0.999337394,1.999337394,0.797333333,1.154333333,0
0.003183581,0.424598182,0.640437377,-0.641930723,-0.011384009,-1.491031535,1.2823681,0.424610117,103.8961039,0.63717739,-0.641569076,-1.006892407,2.006892407,0.7395,0.956,0
0.002290888,0.425245871,0.63966865,-0.639102794,-0.009508888,-1.493037092,1.278771444,0.425252042,108.4990958,0.636003404,-0.635915958,-0.999862508,1.999862508,0.804333333,1.07,0
0.017687467,0.438482184,0.842724237,-0.887850631,-0.062457397,-1.44183761,1.730574868,0.438838777,77.82101167,0.827359838,-0.879669884,-1.063225267,2.063225267,0.484,0.837,1
0.017406934,0.44173184,0.823910985,-0.972789022,-0.063601872,-1.442252184,1.796700007,0.442074677,70.75471698,0.809265328,-0.918390001,-1.134844123,2.134844123,0.4805,1.125,1
0.003098595,0.424444943,0.639827874,-0.642147239,-0.008968627,-1.49232245,1.281975113,0.424456253,90.02250563,0.636205436,-0.639294856,-1.00485601,2.00485601,0.746,1.0885,0
0.016001644,0.437759331,0.870907578,-0.940132115,-0.070812992,-1.411889818,1.811039693,0.438051692,101.2658228,0.825113116,-0.923191014,-1.118866003,2.118866003,0.723,0.8975,1
0.003236974,0.425063788,0.644519005,-0.640981185,-0.010405466,-1.491238063,1.28550019,0.425076113,103.7165082,0.63338642,-0.624096007,-0.985332156,1.985332156,0.7415,1.077,0
0.015722073,0.442460346,0.871072674,-0.939785372,-0.089316716,-1.424754156,1.810858046,0.442739586,98.68421053,0.578482006,-0.928409804,-1.604906972,2.604906972,0.572666667,0.815333333,1
0.017467312,0.43975757,0.845176747,-0.933133283,-0.065023029,-1.44393993,1.77831003,0.440104337,90.22556391,0.83148227,-0.921339929,-1.108069242,2.108069242,0.669,0.8485,1
0.004084133,0.424637261,0.651508956,-0.642267646,-0.01224047,-1.492801717,1.293776602,0.424656901,79.10349374,0.646880342,-0.636006424,-0.983190218,1.983190218,0.6535,0.952,0
0.013857518,0.439905116,0.796508205,-0.948009964,-0.051475321,-1.459397519,1.744518169,0.440123326,79.57559682,0.75209333,-0.886500671,-1.178710986,2.178710986,0.4965,0.981,1
0.0155757,0.440467785,0.858993109,-0.92339361,-0.0560095,-1.461886815,1.782386719,0.44074309,117.8781925,0.745802588,-0.900733715,-1.207737448,2.207737448,0.728333333,0.993666667,1
0.017218503,0.442106222,0.852670557,-0.958970863,-0.086055759,-1.423285169,1.81164142,0.442441395,98.84678748,0.725899585,-0.921809102,-1.269885148,2.269885148,0.683333333,1.066333333,1
0.016015647,0.437521885,0.859387914,-0.900242355,-0.059367846,-1.450245823,1.759630269,0.437814916,86.83068017,0.830385628,-0.888376184,-1.069835693,2.069835693,0.488,0.6325,1
0.002751565,0.425070881,0.653534624,-0.645611707,-0.015136276,-1.494134184,1.299146331,0.425079786,80.80808081,0.63635005,-0.641708378,-1.008420408,2.008420408,0.8785,1.438,0
0.004137282,0.424069127,0.646459582,-0.644540907,-0.011709242,-1.491384204,1.291000489,0.424089308,97.66684753,0.516460664,-0.637530024,-1.234421262,2.234421262,0.557,0.885,0
0.004117976,0.42477958,0.644270336,-0.66016589,-0.015253561,-1.490398483,1.304436226,0.42479954,105.9446733,0.603438191,-0.649040397,-1.075570634,2.075570634,0.582,0.762333333,0
0.002704037,0.424511658,0.662967666,-0.654855985,-0.016461033,-1.49137786,1.317823651,0.424520269,118.3431953,0.524833199,-0.640695513,-1.220760262,2.220760262,0.559,0.76,0
0.01663005,0.439408732,0.814104704,-0.940009555,-0.066557064,-1.441365548,1.754114259,0.439723313,72.42003621,0.793130959,-0.928615671,-1.170822623,2.170822623,0.5725,0.845,1
0.013885755,0.440656925,0.884058528,-0.927055481,-0.09720132,-1.414452065,1.811114009,0.440875651,78.94736842,0.846875212,-0.92063362,-1.087094776,2.087094776,0.569,0.7985,1
0.017803379,0.435681351,0.844354613,-0.921390938,-0.063247338,-1.437700353,1.765745551,0.436044952,101.1804384,0.823089645,-0.856605744,-1.040719864,2.040719864,0.665,1.1365,1
0.003292548,0.424604969,0.64369706,-0.647194271,-0.01768334,-1.492535451,1.290891331,0.424617735,108.7613293,0.634659244,-0.639365816,-1.007415903,2.007415903,0.803,0.975333333,0
0.0162158,0.439729192,0.842087657,-0.933067457,-0.085985582,-1.417291821,1.775155114,0.440028084,102.1276596,0.765807117,-0.894760882,-1.168389353,2.168389353,0.7235,1.175,1
0.004233691,0.425296204,0.662286972,-0.648774129,-0.014378129,-1.494731246,1.311061101,0.425317276,105.5099648,0.589280463,-0.643153352,-1.091421474,2.091421474,0.568,0.975333333,0
0.015641031,0.438923946,0.873093576,-0.929957381,-0.07336691,-1.433295102,1.803050957,0.439202542,79.20792079,0.824226846,-0.922589542,-1.11933935,2.11933935,0.413,0.7535,1
0.016579452,0.442799438,0.85610259,-0.92195985,-0.053578275,-1.435468174,1.77806244,0.443109717,90.49773756,0.834966386,-0.888458281,-1.064064729,2.064064729,0.829,1,1
0.003382034,0.424455254,0.642487848,-0.643869155,-0.012513989,-1.491843844,1.286357003,0.424468727,70.88009451,0.635251411,-0.63784998,-1.004090614,2.004090614,0.433,0.9,0
0.0176311,0.44426113,0.848175812,-0.947547371,-0.067942264,-1.444888132,1.795723183,0.44461085,99.42004971,0.820807902,-0.926993965,-1.129367739,2.129367739,0.713,0.8515,1
0.002988879,0.425034773,0.650570819,-0.653827415,-0.009034572,-1.48571538,1.304398234,0.425045282,81.13590264,0.643711859,-0.632492559,-0.982570929,1.982570929,0.736,1.083,0
0.014010908,0.438249717,0.851583118,-0.913711179,-0.087381796,-1.446428073,1.765294297,0.438473625,86.89355539,0.806894465,-0.902264894,-1.118194427,2.118194427,0.4865,0.7875,1
0.013163448,0.440591662,0.841814831,-0.947599353,-0.081515786,-1.418602371,1.789414184,0.440788259,91.46341463,0.823506545,-0.918912032,-1.115852736,2.115852736,0.772,1.0155,1
0.018645447,0.440746018,0.822694155,-0.908661465,-0.074784564,-1.432929251,1.73135562,0.441140233,89.02077151,0.8073727,-0.874193529,-1.0827633,2.0827633,0.498,0.5825,1
0.003762749,0.424374196,0.646362294,-0.642300628,-0.015578714,-1.488787851,1.288662922,0.424390877,90.29345372,0.639683394,-0.63801373,-0.997389858,1.997389858,0.7455,0.9945,0
0.003639428,0.424967839,0.660893117,-0.653298396,-0.012440299,-1.491276213,1.314191513,0.424983422,80.86253369,0.643117301,-0.647578179,-1.006936335,2.006936335,0.8835,1.3845,0
0.0030968,0.424279582,0.648742028,-0.657908995,-0.016687458,-1.490176466,1.306651023,0.424290883,96.77419355,0.532758279,-0.649652538,-1.219413312,2.219413312,0.558666667,0.911666667,0
0.003198722,0.424349848,0.642671927,-0.65184411,-0.01465043,-1.491647418,1.294516037,0.424361904,108.3032491,0.629939902,-0.638250377,-1.013192489,2.013192489,0.797,1.101666667,0
0.01536722,0.441381321,0.842767973,-0.941385212,-0.08830811,-1.418143371,1.784153185,0.441648754,87.8477306,0.801780565,-0.918359104,-1.145399558,2.145399558,0.4915,1.0165,1
0.015906702,0.440363024,0.839514899,-0.937637816,-0.080999987,-1.416307344,1.777152715,0.44065022,92.16589862,0.804288356,-0.869590689,-1.081192688,2.081192688,0.7705,1.2465,1
0.016501601,0.442094171,0.873096798,-0.966553177,-0.05901366,-1.425268694,1.839649975,0.442402033,78.48266841,0.833002933,-0.929241086,-1.11553159,2.11553159,0.488,0.631,1
0.015704451,0.441431268,0.826519936,-0.933473959,-0.040124498,-1.455423715,1.759993895,0.441710532,103.2702238,0.803905437,-0.91528897,-1.138553029,2.138553029,0.6665,0.9645,1
0.003721829,0.424607118,0.645885579,-0.645634583,-0.011323285,-1.491757505,1.291520162,0.424623429,81.30081301,0.638556205,-0.639957029,-1.002193736,2.002193736,0.748,1.2015,0
0.002910664,0.424811162,0.631605096,-0.647929812,-0.01797319,-1.487911233,1.279534908,0.424821134,89.82035928,0.623502756,-0.640708491,-1.027595283,2.027595283,0.738,1.0885,0
0.002849307,0.424788154,0.641518862,-0.641916369,-0.008854515,-1.492190528,1.283435231,0.42479771,105.6958309,0.594587116,-0.632586996,-1.063909693,2.063909693,0.584,0.883666667,0
0.003077561,0.424411072,0.667522889,-0.651779768,-0.008597918,-1.489908073,1.319302657,0.42442223,105.6338028,0.53305665,-0.63975032,-1.200154467,2.200154467,0.558,0.914333333,0
0.00374373,0.42444052,0.650912145,-0.651594353,-0.012640291,-1.491598431,1.302506498,0.42445703,97.2972973,0.641371557,-0.649075602,-1.012011829,2.012011829,0.666,0.835,0
0.003349386,0.423766165,0.643504182,-0.639512945,-0.010610775,-1.492955927,1.283017127,0.423779402,96.98275862,0.486761136,-0.634534138,-1.303584225,2.303584225,0.553,0.968,0
0.003789513,0.424033242,0.660316158,-0.648184595,-0.015067839,-1.493879516,1.308500753,0.424050174,108.1730769,0.640139304,-0.637875246,-0.996463179,1.996463179,0.796,1.127,0
0.003872894,0.424086891,0.639183433,-0.638989463,-0.011128436,-1.493115804,1.278172896,0.424104574,72.50755287,0.635847766,-0.635511179,-0.999470648,1.999470648,0.653,1.0925,0
0.014815798,0.443325152,0.839391017,-0.975909024,-0.07035044,-1.407815996,1.815300041,0.443572652,81.85538881,0.828081671,-0.920834271,-1.112008999,2.112008999,0.762,1.141,1
0.003725687,0.424867579,0.646489594,-0.642223425,-0.011405124,-1.488395011,1.288713019,0.424883914,79.15567282,0.645023955,-0.638121533,-0.989298968,1.989298968,0.5255,1.0865,0
0.002206339,0.424212288,0.641089017,-0.644878775,-0.015511202,-1.489731026,1.285967792,0.424218025,105.5718475,0.596428316,-0.640358059,-1.07365469,2.07365469,0.582666667,0.687666667,0
0.015511204,0.442445665,0.868576389,-0.942687024,-0.083324781,-1.415880588,1.811263413,0.442717477,102.3017903,0.838704082,-0.917562705,-1.094024369,2.094024369,0.6635,0.9965,1
